I0
47.50
47.69
48.00
48.25
48.56
48.81
49.13
49.38
49.63
50.00
50.31
50.56
50.88
51.19
51.50
51.75
52.06
52.38
52.63
53.00
53.31
53.63
53.94
54.19
54.44
54.81
55.13
55.44
55.69
56.00
56.31
56.63
56.88
57.25
57.50
57.81
58.13
58.38
58.69
58.94
59.25
59.56
59.88
60.13
60.44
60.69
61.00
61.25
61.56
61.81
62.13
62.38
62.69
62.94
63.19
63.44
63.75
64.06
64.31
64.50
64.75
65.06
65.31
65.56
65.81
66.13
66.38
66.63
66.88
67.13
67.38
67.56
67.88
68.13
68.38
68.63
68.81
69.06
69.38
69.56
69.81
70.06
70.31
70.50
70.81
70.94
71.19
71.44
71.63
71.88
72.06
72.25
72.50
72.69
72.88
73.06
73.31
73.50
73.69
73.94
74.13
74.25
74.44
74.63
74.75
74.94
75.13
75.31
75.50
75.63
75.81
75.94
76.13
76.31
76.38
76.56
76.75
76.88
77.00
77.13
77.31
77.38
77.56
77.63
77.81
77.94
78.06
78.19
78.31
78.44
78.56
78.63
78.81
78.88
79.00
79.13
79.25
79.31
79.44
79.56
79.69
79.75
79.94
80.00
80.13
80.25
80.38
80.50
80.63
80.75
80.81
80.94
81.00
81.13
81.25
81.31
81.44
81.50
81.63
81.69
81.81
81.88
81.94
82.00
82.13
82.25
82.31
82.38
82.50
82.56
82.63
82.75
82.81
82.94
83.00
83.06
83.13
83.19
83.25
83.31
83.44
83.50
83.56
83.63
83.69
83.75
83.81
83.88
84.00
84.06
84.13
84.19
84.25
84.38
84.44
84.50
84.56
84.63
84.69
84.75
84.81
84.88
84.94
85.00
85.06
85.19
85.19
85.25
85.31
85.38
85.44
85.50
85.56
85.56
85.69
85.69
85.75
85.81
85.81
85.94
86.00
86.06
86.13
86.13
86.25
86.25
86.31
86.38
86.44
86.44
86.50
86.56
86.63
86.63
86.69
86.75
86.75
86.75
86.81
86.88
86.88
86.94
86.94
87.00
87.00
87.06
87.06
87.13
87.19
87.25
87.25
87.31
87.38
87.38
87.44
87.50
87.50
87.56
87.56
87.63
87.63
87.69
87.69
87.75
87.81
87.81
87.88
87.88
87.94
88.00
88.00
88.00
88.06
88.06
88.06
88.13
88.13
88.19
88.25
88.25
88.31
88.38
88.38
88.44
88.50
88.50
88.56
88.63
88.69
88.69
88.75
88.75
88.81
88.81
88.88
88.94
89.00
88.94
89.00
89.06
89.13
89.13
89.19
89.25
89.25
89.31
89.38
89.38
89.44
89.50
89.50
89.56
89.63
89.63
89.75
89.75
89.81
89.88
89.88
89.94
90.00
90.00
90.06
90.13
90.13
90.19
90.19
90.25
90.31
90.31
90.38
90.38
90.44
90.50
90.50
90.56
90.56
90.63
90.63
90.69
90.75
90.75
90.81
90.88
90.88
90.94
91.00
91.06
91.13
91.13
91.25
91.25
91.31
91.38
91.44
91.50
91.56
91.63
91.69
91.75
91.81
91.88
91.94
92.00
92.06
92.13
92.19
92.25
92.38
92.44
92.50
92.63
92.69
92.81
92.88
92.94
93.06
93.13
93.25
93.31
93.44
93.56
93.63
93.81
93.94
94.06
94.19
94.31
94.44
94.63
94.69
94.88
95.00
95.19
95.31
95.44
95.56
95.75
95.94
96.06
96.25
96.44
96.56
96.81
96.94
97.13
97.25
97.50
97.69
97.88
98.06
98.25
98.44
98.63
98.88
99.06
99.25
99.50
99.69
99.94
100.19
100.38
100.63
100.81
101.00
101.25
101.50
101.75
101.94
102.19
102.44
102.69
102.88
103.13
103.38
103.63
103.88
104.13
104.38
104.69
104.94
105.19
105.44
105.69
105.94
106.25
106.50
106.75
107.00
107.25
107.50
107.75
108.00
108.25
108.50
108.75
109.00
109.25
109.56
109.81
110.13
110.31
110.63
110.88
111.19
111.44
111.75
111.94
112.25
112.50
112.75
113.00
113.25
113.50
113.75
113.94
114.19
114.38
114.50
114.75
114.88
115.06
115.25
115.50
115.69
115.88
116.00
116.19
116.31
116.44
116.56
116.69
116.81
116.88
116.94
116.94
117.00
116.94
116.94
116.94
116.94
116.94
116.94
116.88
116.88
116.88
116.81
116.75
116.75
116.69
116.63
116.63
116.56
116.50
116.44
116.38
116.31
116.25
116.19
116.13
116.00
115.94
115.81
115.75
115.69
115.56
115.50
115.38
115.25
115.19
115.13
115.00
114.88
114.81
114.69
114.56
114.50
114.38
114.25
114.13
114.06
113.88
113.75
113.69
113.56
113.44
113.31
113.19
113.06
112.94
112.81
112.75
112.63
112.44
112.31
112.19
112.06
111.94
111.81
111.69
111.56
111.38
111.25
111.19
111.00
110.88
110.75
110.69
110.56
110.44
110.31
110.19
110.06
109.94
109.88
109.69
109.56
109.44
109.31
109.19
109.06
108.94
108.81
108.69
108.50
108.38
108.31
108.13
108.00
107.88
107.75
107.63
107.50
107.38
107.25
107.13
107.00
106.88
106.75
106.69
106.56
106.44
106.31
106.25
106.19
106.00
105.94
105.81
105.69
105.63
105.50
105.44
105.38
105.25
105.13
104.94
104.88
104.75
104.63
104.56
104.44
104.31
104.25
104.13
104.00
103.94
103.81
103.69
103.63
103.50
103.38
103.25
103.19
103.06
103.00
102.88
102.75
102.69
102.56
102.44
102.38
102.25
102.13
102.06
101.94
101.81
101.75
101.63
101.56
101.44
101.31
101.25
101.13
101.00
100.94
100.88
100.81
100.69
100.63
100.50
100.38
100.31
100.25
100.13
100.06
100.00
99.94
99.81
99.75
99.63
99.56
99.50
99.38
99.31
99.25
99.19
99.13
99.00
98.94
98.88
98.81
98.75
98.69
98.63
98.56
98.50
98.44
98.31
98.25
98.19
98.13
98.06
98.00
98.00
97.94
97.94
97.88
97.81
97.75
97.69
97.63
97.56
97.56
97.50
97.44
97.44
97.38
97.38
97.25
97.19
97.13
97.06
97.00
96.94
96.88
96.88
96.75
96.69
96.69
96.56
96.56
96.50
96.44
96.44
96.38
96.31
96.31
96.25
96.19
96.13
96.06
96.00
96.00
96.00
95.94
95.88
95.88
95.81
95.75
95.69
95.69
95.63
95.56
95.56
95.50
95.44
95.44
95.38
95.31
95.31
95.25
95.19
95.13
95.13
95.06
95.00
95.00
94.94
94.94
94.88
94.81
94.81
94.69
94.75
94.69
94.63
94.63
94.50
94.50
94.44
94.44
94.38
94.38
94.31
94.25
94.25
94.19
94.19
94.13
94.13
94.06
94.06
94.00
94.00
93.94
93.94
93.88
93.81
93.81
93.81
93.75
93.75
93.75
93.69
93.69
93.69
93.63
93.63
93.56
93.50
93.50
93.50
93.44
93.44
93.38
93.38
93.31
93.31
93.25
93.25
93.25
93.25
93.25
93.25
93.25
93.19
93.19
93.13
93.13
93.13
93.13
93.06
93.13
93.06
93.06
93.00
92.94
92.94
92.88
92.88
92.88
92.88
92.88
92.81
92.81
92.81
92.75
92.75
92.69
92.69
92.63
92.63
92.63
92.63
92.56
92.63
92.56
92.56
92.56
92.56
92.56
92.50
92.56
92.50
92.50
92.50
92.44
92.44
92.44
92.38
92.31
92.31
92.31
92.31
92.25
92.19
